Rank,Module genes,Cancer type,p,FDR
339,"ALG12, ALG3, ALG5, ALG6, ALG8, ALG9, ARF4, ARFRP1, ARL1, ASNA1, ATL2, AUP1, B3GNT5, BNIP1, C10orf76, C19orf25, C1orf27, CLEC16A, CNIH1, COG1, COG2, COG3, COG4, COG5, COG6, COG7, COG8, COL4A3BP, COPE, CYB561D2, CYB5B, DERL2, DMXL1, DNAJB11, DNAJC3, DOLK, DOLPP1, DPM1, DPM2, DPM3, EXTL3, FAF2, FAM160B1, FITM2, GANAB, GDI2, GET4, GOLGA2, GOLT1B, GOSR2, GPR107, GPR89A, HERPUD1, IER3IP1, INPP5K, JTB, MANF, MBTPS1, MGAT1, MON2, MPDU1, MPI, NAPG, NBAS, OST4, PGM3, PI4KB, PMM2, PRDM1, PTAR1, RAB18, RAB1A, RAB1B, RAB2A, RAB3GAP1, RAB3GAP2, RAB6A, RABL3, RGP1, RIC1, RINT1, SAR1A, SCFD1, SCFD2, SCYL1, SEC23B, SEC23IP, SEC31A, SEC62, SEC63, SEL1L, SERP1, SLC10A7, SLC33A1, SLC35A3, SLC35B2, SLC39A9, SPTLC2, SPTSSA, STT3A, STX18, SURF4, SYS1, SYVN1, TBC1D20, TM9SF2, TM9SF3, TMED10, TMED2, TMED7, TMED9, TMEM165, TMEM167A, TMEM41B, TRAPPC1, TRAPPC11, TRAPPC12, TRAPPC13, TRAPPC2L, TRAPPC4, TRAPPC5, TRAPPC8, TRIP11, TSSC1, UBA5, UBE2G2, UBE2J1, UFC1, UFL1, UFM1, UFSP2, UGCG, UGP2, UNC50, USE1, VPS51, VPS52, VPS53, VPS54, WRB, XBP1, YIPF5, YKT6, ZFAT, ZW10",Kidney,0.00032,0.043696
340,"AMN, ANKRD50, CASP9, CCDC127, HPR, PXDN",Large intestine,0.000322,0.067361
341,"ANKRD50, ARRB1, CCDC127, HPR, KCNK4, PXDN",Large intestine,0.000322,0.067361
342,"ALG12, ALG3, ALG5, ALG6, ALG8, ALG9, ARF4, ATP13A1, ATP2C1, AUP1, BATF3, BCL10, BIRC2, C1orf27, CARD10, CCDC134, CCND2, CDK5RAP3, CFLAR, CHUK, CNPY2, CYLD, DDRGK1, DERL2, DMXL1, DNAJB11, DNAJC3, DOLK, DOLPP1, DPM1, DPM2, DPM3, ERN1, FAF2, FURIN, GANAB, GPAA1, HERPUD1, HMHA1, HSP90B1, IGF1R, IKBKB, IKZF1, IKZF3, IL1R1, IL1RAP, IRF4, IRS1, JAGN1, MALT1, MANF, MAP3K7, MEF2C, MOGS, MPDU1, MPI, MYD88, N4BP1, NCOA5, NFKB1, NFKB2, NFKBIA, NFKBIB, OST4, OSTC, PCBP2, PDIA6, PGAP1, PGAP2, PIGC, PIGK, PIGM, PIGN, PIGO, PIGP, PIGQ, PIGS, PIGT, PIGU, PIGV, PIGW, PIGY, PMM2, POU2AF1, PRDM1, PRKCSH, PTPN2, RBCK1, RELA, RELB, RIPK1, RNF31, SEC23IP, SEC62, SEC63, SEL1L, SERP1, SLC33A1, SMAD7, STT3A, STUB1, SURF4, SYVN1, TAB2, TCF3, TM9SF3, TMEM41B, TNFAIP3, TNIP1, TRAF2, TRAF3, TRAF5, TRAF6, UBA5, UBALD2, UBE2G2, UBE2J1, UBE2L3, UBE2N, UFC1, UFL1, UFM1, UFSP2, UGP2, VAPA, XBP1, ZNF296, ZNF638",Kidney,0.000326,0.043696
343,"CEBPZ, CIRH1A, DDX18, DDX54, DDX55, EXOSC5, IMP4, MAK16, NIFK, NOP58, PELP1, POLR1B, PPAN, PWP2, RPF2, RRP1, RRP12, RSL1D1, TMA16, WDR12, WDR18, WDR55",Thyroid,0.000336,0.036559
344,"HADHB, KIF23, PRC1, RACGAP1, SPATA45",Skin,0.000336,0.031908
345,"AMBRA1, CCND1, CCND3, CDK4, CDK6, CDKN2C, DYRK1A, FAM53C, GLCCI1, RB1",Autonomic ganglia,0.00034,0.045379
346,"ARL13B, CDV3, GPR15, OR5K1, OR5K3, PROS1, ST3GAL6, STX19",Bone,0.000344,0.062842
347,"ARL13B, CLDND1, LNP1, OR5H14, OR5K3, PROS1, ST3GAL6, STX19",Bone,0.000345,0.062842
348,"ARL6, CLDND1, IMPG2, OR5H2, OR5K1, OR5K3, PROS1, ST3GAL6",Bone,0.000345,0.062842
349,"EOMES, LDB1, LHX1, PYGO2, SSBP3, SSBP4, ZNF90",Autonomic ganglia,0.000355,0.045379
350,"APOBEC3F, CCDC91, LDB1, MB, TFPI, TLR1, ZNF732",Autonomic ganglia,0.000355,0.045379
351,"ASZ1, CAPZA2, CAV2, WNT2",Autonomic ganglia,0.000356,0.045379
352,"ALG12, ALG3, ALG5, ALG6, ALG8, ALG9, ARF1, ARF4, ATP13A1, ATP2C1, AUP1, B3GALT6, B3GAT3, B4GALT7, C19orf25, C1orf27, C3orf58, CCDC134, CCND2, CDK5RAP3, CHUK, CNPY2, COG4, CPD, DDRGK1, DERL2, DMXL1, DNAJB11, DNAJC3, DOLK, DOLPP1, DPM1, DPM2, DPM3, EFTUD1, EGFR, ERN1, EXT1, EXT2, EXTL3, FAF2, FAM20B, FGFR1, FRS2, FURIN, GANAB, GLCE, GPAA1, GRB2, GZF1, HERPUD1, HNF4A, HS2ST1, HSP90B1, IGF1R, IKBKB, IKZF3, IRF4, IRS1, IRS2, KBTBD2, MANF, MEF2C, MOGS, MPDU1, MPI, NDST1, NFKB1, OST4, OSTC, PAPSS1, PDIA6, PGAP1, PGAP2, PIGC, PIGH, PIGK, PIGM, PIGN, PIGO, PIGP, PIGQ, PIGS, PIGT, PIGU, PIGV, PIGW, PIGY, PMM2, POU2AF1, PPP1R15B, PRDM1, PRKCSH, PTEN, PTPN11, RELB, RGMB, RPN2, SEC23IP, SEC62, SEC63, SEL1L, SERP1, SLC10A7, SLC33A1, SLC35B2, SLC39A9, SMAD4, SMAD7, SSR2, SSR3, STT3A, SURF4, SYVN1, TCF3, TM9SF2, TM9SF3, TMEM165, TMEM41B, UBA5, UBE2G2, UBE2J1, UFC1, UFL1, UFM1, UFSP2, UGP2, UNC50, VAPA, XBP1, XYLT2",Kidney,0.000357,0.04603
353,"ALG12, ALG3, ALG5, ALG6, ALG8, ALG9, ARFRP1, ARL1, ARL5B, ASNA1, ATL2, ATP13A1, AUP1, B3GALT6, B3GAT3, B4GALT7, BNIP1, C10orf76, C19orf25, C3orf58, CAMLG, CBL, CLEC16A, CNIH1, COG1, COG2, COG3, COG4, COG5, COG6, COG7, COG8, COL4A3BP, COPE, CYB561D2, CYB5B, DERL2, DNAJB11, DNAJC3, DPM1, DPM2, DPM3, EGFR, EXT1, EXT2, EXTL3, FAM160B1, FAM20B, FGFR1, FITM2, FOSL1, FRS2, GAB1, GDI2, GET4, GLCE, GOLGA1, GOLGA2, GOLT1B, GOSR1, GOSR2, GPR107, GPR89A, GRB2, HS2ST1, HTT, IER3IP1, INPP5K, IRF2, JTB, JUN, KRAS, LZTR1, MBTPS1, MPDU1, NAPG, NBAS, NDST1, NDST2, NEDD4L, NF1, NRAS, PAPSS1, PI4KB, PKN2, PTAR1, PTPN11, RAB18, RAB1A, RAB1B, RAB2A, RAB3GAP1, RAB3GAP2, RAB6A, RABIF, RABL3, RAF1, RASA2, RER1, RGP1, RIC1, RINT1, RRAS2, SAR1A, SCFD1, SCFD2, SCYL1, SEC23IP, SEC31A, SEL1L, SHOC2, SLC10A7, SLC33A1, SLC35B2, SLC39A9, SOS1, SPRED1, SPRED2, SPTLC2, SPTSSA, STX16, STX18, SURF4, SYS1, SYVN1, TBC1D20, TBC1D23, TM2D1, TM2D2, TM2D3, TM9SF2, TM9SF3, TMED10, TMED2, TMED7, TMEM165, TMEM167A, TMEM41B, TRAPPC1, TRAPPC11, TRAPPC12, TRAPPC13, TRAPPC2L, TRAPPC3, TRAPPC4, TRAPPC5, TRAPPC8, TRIP11, TSSC1, UBE2G2, UBE2J1, UGDH, UNC50, USE1, VPS45, VPS51, VPS52, VPS53, VPS54, VTI1A, WRB, XYLT2, YIPF5, YKT6, ZFAT, ZW10",Kidney,0.000365,0.04603
354,"CIRH1A, DDX54, DDX55, DHX33, DHX37, EXOSC5, IMP4, MAK16, NOP10, PAK1IP1, PELP1, POLR1B, PPAN, PWP2, RFC2, RRP1, RRP12, TMA16, TRMT112, UTP15, WBSCR22, WDR12, WDR18, WDR55",Thyroid,0.000366,0.039044
355,"ARNT, EPAS1, KLF6, STAMBP, TNFSF10",Kidney,0.00037,0.04603
356,"APITD1, C19orf40, ETAA1, FANCF, FANCG, FANCM, STRA13",Bone,0.000372,0.062842
357,"ARFRP1, ARL1, COG1, COG2, COG3, COG4, COG5, COG6, COG7, COG8, GET4, GOLGA1, GPR107, JTB, PTAR1, RAB1A, RAB1B, RAB2A, RAB6A, RGP1, RIC1, SLC10A7, SLC39A9, SYS1, TBC1D23, TM9SF3, TRAPPC13, TRAPPC2L, TRAPPC4, TRIP11, TSSC1, UNC50, VPS51, VPS52, VPS53, VPS54",Kidney,0.000385,0.046798
358,"BBX, CLDND1, EPHA6, GPR128, IMPG2, OR5AC2, OR5K1, OR5K3, PROS1",Bone,0.000386,0.062842
359,"CLDND1, DCBLD2, GPR128, IMPG2, OR5AC2, OR5K1, OR5K3, OR5K4, PROS1",Bone,0.000386,0.062842
360,"ALCAM, CLDND1, IMPG2, OR5AC2, OR5K1, OR5K3, PROS1, ST3GAL6, ZPLD1",Bone,0.000388,0.062842
361,"ARL13B, CLDND1, COL8A1, GPR15, NSUN3, OR5K1, OR5K3, PROS1, ST3GAL6",Bone,0.000389,0.062842
362,"LKAAEAR1, MYT1, NPBWR2, OPRL1, PCMTD2, PPDPF, SLC2A4RG, ZGPAT, ZNF512B",Autonomic ganglia,0.00039,0.048602
363,"CHUK, IKBKB, IKZF3, IRF4, NFKB1, PRDM1, RELA, RELB",Haematopoietic/lymphoid,0.000394,0.072342
364,"ABCG4, ADAMTS15, ADAMTS8, APOA1, ARHGAP32, BACE1, C11orf45, CCDC153, DSCAML1, FEZ1, FLI1, FXYD6, GLB1L3, GRIK4, IGSF9B, KCNJ1, KCNJ5, MFRP, OR6X1, PANX3, THYN1, TMEM136, USP2",Bone,0.0004,0.062842
365,"C6orf195, C6orf201, DUSP22, FAM217A, HUS1B, IRF4, WRNIP1, ZNF296",Haematopoietic/lymphoid,0.000401,0.072342
366,"ALK, HAND2, INSM2, ISL1, KANK4, KLC1, KLHL1, PHOX2B, RNF2",Skin,0.000404,0.037683
367,"C1orf109, CIRH1A, DDX54, DDX55, DHX33, EXOSC5, GUK1, IMP4, MAK16, NOC3L, NOL9, NOP10, OSGEP, PAK1IP1, PELP1, POLR1B, PPAN, PWP2, RPF2, RRP1, RRP12, TMA16, URB1, WDR12, WDR18, WDR55, YARS",Thyroid,0.000412,0.043076
368,"DIAPH1, FLII, LRRFIP2, MKL2, MYL6, PFN1, RHOF, ROCK1, ROCK2, SRF, TMOD3, XPO6",Pancreas,0.000418,0.078233
369,"C5AR1, HPR, PNMAL2, PXDN, SLC25A4, SORBS2, SULT2A1, ZNF541",Large intestine,0.000428,0.085807
370,"CLDND1, GPR128, IMPG2, OR5AC2, OR5H1, OR5H2, OR5K1, OR5K3, PROS1, ST3GAL6",Bone,0.000431,0.062842
371,"ARL13B, CLDND1, GPR15, IFT57, IMPG2, OR5K1, OR5K3, PROS1, ST3GAL6, STX19",Bone,0.000432,0.062842
372,"ARL13B, CLDND1, GPR128, GPR15, IMPG2, NXPE3, OR5H2, OR5K1, OR5K3, ST3GAL6",Bone,0.000433,0.062842
373,"ANO6, LMBR1L, PUS7L, SCAF11, SLC38A4",Pancreas,0.000433,0.078233
374,"ALAD, ALAS1, GCLC, GSS, PPCDC, PPCS, TPK1",Haematopoietic/lymphoid,0.000434,0.074397
375,"ENDOU, GXYLT1, PUS7L, SLC38A4, TMEM117",Pancreas,0.000434,0.078233
376,"ARF6, AURKB, CEP55, CHMP2B, CIT, ECT2, IST1, KIAA1279, KIF14, PDCD6IP, UEVLD",Haematopoietic/lymphoid,0.000442,0.074397
377,"LDB1, LHX1, LMO4, QRICH1, QSER1, SEPHS1, SPDEF, TRPS1, ZNF652",Autonomic ganglia,0.000446,0.054176
378,"ABCG4, ADAMTS15, ADAMTS8, APLP2, APOA1, C11orf45, CCDC153, DSCAML1, FAM118B, FLI1, HEPACAM, IGSF9B, KCNJ1, MPZL3, MSANTD2, NLRX1, OR10G9, OR6X1, OR8D2, PANX3, PDZD3, SCN3B, SNX19, SPATA19, THYN1, TMEM136",Bone,0.000447,0.062862
379,"CRTC2, CRTC3, MAPK1, MITF, MTMR6, NEDD9, PTP4A1, SOX10, TFAP2A, ZEB2",Haematopoietic/lymphoid,0.000455,0.074397
380,"ABCG4, ACAD8, ADAMTS15, ADAMTS8, APOA1, ARHGAP32, C11orf45, CCDC153, DSCAML1, FAM118B, FLI1, GLB1L3, GRIK4, HEPACAM, IGSF9B, KCNJ1, MFRP, NLRX1, OR10G9, OR6X1, OR8D2, PANX3, SNX19, SPATA19, THYN1, TMEM136, TRIM29",Bone,0.000469,0.062862
381,"ARHGAP29, PARD3, PARD6B, PAX8, PRKCI",Large intestine,0.000474,0.085807
382,"CRB3, PARD3, PARD6B, PAX8, PRKCI",Large intestine,0.000474,0.085807
383,"ARL13B, CLDND1, GPR15, IMPG2, NSUN3, OR5H2, OR5K1, OR5K3, PROS1, ST3GAL6, STX19",Bone,0.000475,0.062862
384,"CCNE1, KIDINS220, MECOM, PAX8, XPR1",Large intestine,0.000476,0.085807
385,"ABCG4, ADAMTS15, ADAMTS8, APOA1, C11orf45, CCDC15, CCDC153, CRTAM, DSCAML1, ESAM, FAM118B, FEZ1, FLI1, HEPACAM, IGSF9B, KCNJ1, MPZL3, NLRX1, OR10G8, OR10G9, OR10S1, OR6X1, OR8D2, PANX3, SCN3B, SNX19, THYN1, TMEM136",Bone,0.000481,0.062862
386,"ABCC9, ACRBP, AEBP2, AK4, ALG10, AMN1, ARNTL2, BCAT1, BCL2L14, BHLHE41, BICD1, C12orf60, C12orf71, C12orf77, C2CD5, C3AR1, CAPRIN2, CAPZA3, CASC1, CDKN1B, CLEC6A, DENND5B, ERGIC2, ETNK1, FAM60A, FAR2, GPR162, GPR19, GPRC5D, GRIN2B, GYS2, H3F3C, HIST4H4, IAPP, IL17RE, IPO8, ITPR2, KCNJ8, KIAA1551, KLHL3, KLHL42, KLRC1, KLRG1, KRAS, LMNTD1, LMO3, LRMP, MANSC1, MANSC4, METTL20, MFAP5, MGST1, PDE3A, PDE6H, PIANP, PIK3C2G, PKP2, PLCZ1, PLEKHA5, PPFIBP1, PRB4, PTHLH, RASSF8, RECQL, REP15, RERG, SLCO1A2, SLCO1B1, SLCO1B3, SLCO1C1, SOX5, SPX, SSPN, ST8SIA1, STK38L, SYT10, TDG, TM7SF3, TMTC1, TSPAN11, VAMP1, YBX3",Autonomic ganglia,0.0005,0.059397
387,"ASB4, BRAF, DUSP4, GPR3, MAPK1, MITF, NAV2, NFATC2, PEA15, SOX10, SOX9",Haematopoietic/lymphoid,0.0005,0.079258
388,"AARD, ABRA, ADAM2, ADCK5, ADCY8, ADHFE1, ADRB3, AGO2, ANGPT1, ANK1, ANKRD46, ANXA13, AP3M2, ARC, ARFGEF1, ARHGAP39, ASAP1, ASB3, ASPH, ATAD2, ATP6V0D2, ATP6V1C1, AZIN1, BAALC, BAG4, BAI1, BHLHE22, BOP1, C8orf22, C8orf33, C8orf34, C8orf37, C8orf44, C8orf46, C8orf76, C8orf82, C8orf88, C9orf171, C9orf50, CA1, CA13, CA2, CA3, CA8, CALB1, CCDC166, CCNE2, CDH17, CDK5, CEBPD, CHCHD2, CHCHD7, CHMP4C, CHRAC1, CHRNB3, CLIC3, CLVS1, CNBD1, CNGB3, COL14A1, COL22A1, COLEC10, COMMD5, COX6C, CPA6, CPNE3, CPQ, CRH, CRISPLD1, CRYBB3, CSMD3, CSPP1, CTHRC1, CTRB2, CYC1, CYHR1, CYP11B1, CYP11B2, CYP7A1, DCAF13, DCAF4L2, DCSTAMP, DCXR, DECR1, DENND3, DEPDC1, DEPTOR, DERL1, DGAT1, DNAJC5B, DPY19L4, DPYS, DSTN, DUSP1, DVL3, E2F5, EAF2, EBAG9, ECE2, EEF1D, EFCAB1, EIF4EBP1, ELF3, EMC2, ENPP2, ERICH5, ESRP1, EXT1, EYA1, FABP12, FABP4, FAM110B, FAM110D, FAM135B, FAM150A, FAM49B, FAM83A, FAM83H, FAM84B, FAM91A1, FAM92A1, FAXC, FBXL6, FBXO32, FBXO38, FBXO43, FER1L6, FGFR3, FOXH1, FSBP, FUT10, FZD3, FZD6, GABRP, GDAP1, GDF6, GEM, GGH, GIT2, GLI4, GML, GNAS, GNPNAT1, GPAA1, GPIHBP1, GPR124, GPR20, GPT, GRHL1, GRHL2, GRINA, GSDMC, GSDMD, H2AFY2, HAS2, HDHD2, HEY1, HGH1, HGSNAT, HNF4G, HRSP12, HSD17B4, HSF1, HTR3E, HTRA4, IDO1, IL7, IMPA1, IMPAD1, INTS8, JPH1, KCNB2, KCNK9, KCNQ3, KCNS2, KCNV1, KHDRBS3, KIAA0196, KIFC2, KLF10, KLHL38, LACTB2, LAPTM4B, LETM2, LRP12, LRRC14, LRRC24, LRRC6, LRRCC1, LSM1, LY6D, LY6E, LY6H, LY6K, LY96, LYN, LYNX1, LYPD2, LYPLA1, MAF1, MAFA, MAPK15, MATN2, MCMDC2, MFSD3, MINOS1, MMP16, MOS, MROH1, MROH6, MRPL13, MRPL15, MRPS28, MSMP, MSRA, MT2A, MTDH, MTERF3, MTFR1, MTSS1, MYBL1, NAPRT, NBN, NCALD, NCOA2, NDRG1, NDUFAF6, NDUFB9, NECAB1, NETO2, NFKBIA, NIPAL2, NKAIN3, NKX6-3, NLRP1, NLRP13, NOV, NPBWR1, NRBP2, NSMAF, NSMCE2, NTAN1, NUDCD1, OC90, ODF1, OPRK1, OSGIN2, OSR2, OTP, OTUD6B, OXR1, PAG1, PARP10, PCMTD1, PDE7A, PDP1, PENK, PEX2, PHF20L1, PI15, PKHD1L1, PKIA, PLAG1, PLAT, PLEC, PLEKHF2, PLXNC1, PMP2, POMK, POP1, POU5F1B, PPP1R16A, PPP1R42, PRDM14, PREX2, PRSS55, PSCA, PSKH2, PTDSS1, PTP4A3, PXDNL, PYCRL, RAB2A, RAD54B, RALYL, RB1CC1, RBM12B, RDH10, RFPL4AL1, RGS20, RGS22, RHPN1, RIMS2, RIPK2, RMDN1, RNF139, RNF170, RNF19A, RP1, RPL30, RRM2B, RSPO2, RUNX1T1, SAMD12, SBSPON, SCRIB, SCRT1, SCX, SDC2, SDCBP, SDR16C5, SEPT10, SFRP1, SGK3, SHARPIN, SLA, SLC10A5, SLC16A3, SLC22A4, SLC25A32, SLC26A7, SLC30A8, SLC39A4, SLC45A4, SLC52A2, SLC7A13, SLCO5A1, SLURP1, SMLR1, SMPD2, SNAI2, SNTB1, SNTG1, SNX16, SNX31, SOX17, SOX5, SPAG1, SPATC1, SPIDR, SQLE, ST18, ST3GAL1, STAR, STAU2, STK3, STMN2, SULF1, SYBU, TACC1, TATDN1, TBC1D2, TBC1D31, TBCK, TCEA1, TCF24, TERF1, TFAP2C, TG, THEM6, TIGD5, TMEM249, TMEM55A, TMEM64, TMEM65, TMEM67, TMEM68, TMEM69, TMEM70, TMEM71, TMEM74, TNFRSF11B, TOP1MT, TOX, TP53INP1, TPD52, TPM4, TRAM1, TRAPPC9, TRHR, TRIB1, TRIM55, TRIM60, TRMT12, TRPA1, TRPS1, TSNARE1, TSTA3, TTPA, TXNDC2, UBE2V2, UBE2W, UBXN2B, UQCRB, VCPIP1, VPS13B, VPS28, WDYHV1, WISP1, WWP1, XKR4, XKR9, YWHAZ, ZBTB10, ZC2HC1A, ZC3H3, ZFAND1, ZFAT, ZFHX4, ZFP41, ZFPM2, ZHX1, ZHX2, ZMAT4, ZNF16, ZNF250, ZNF318, ZNF34, ZNF395, ZNF517, ZNF572, ZNF623, ZNF679, ZNF696, ZNF7, ZNF704, ZNF706, ZNF707",Skin,0.000517,0.047426
389,"ABHD16B, EEF1A2, LKAAEAR1, MYT1, OPRL1, PCMTD2, PPDPF, RGS19, SLC2A4RG, SOX18, TCEA2, ZGPAT",Autonomic ganglia,0.000521,0.060526
390,"CTNNB1, GATA6, TCF7L2, UBE2Z",Pancreas,0.00053,0.092446
391,"CCND1, CCNE1, CCNF, CDK2, CDK4, CDK6, CDKN2A, CKS1B, E2F3, FZR1, LIN37, RBL1, RBL2, SKP2, UBE2Q1, ZZZ3",Autonomic ganglia,0.000541,0.061449
392,"EDEM3, SURF4, SYVN1, TM9SF3",Kidney,0.000546,0.064829
393,"BRAF, DUSP4, LCMT1, MAP2K1, MAPK1, MITF, NFATC2, PEA15, PPM1G, PPP2R2A, SOX10, SOX9",Haematopoietic/lymphoid,0.000547,0.083213
394,"ALAD, ALAS1, CPOX, FECH, HMBS, PPOX, UROS",Haematopoietic/lymphoid,0.000557,0.083213
395,"ACTL6A, EHBP1, GATA2, GNAO1, GSE1, HAND2, HDAC2, INSM2, ISL1, LDB1, PHOX2B, STX12, TFAP2B",Skin,0.000583,0.051737
396,"ACTL6A, CCDC167, EHBP1, GATA2, GNAO1, HAND2, HDAC2, INSM2, ISL1, MEIS2, PBX2, PHOX2B, TFAP2B",Skin,0.000584,0.051737
397,"BRAF, DUSP4, IGSF11, MAFF, MAP2K1, MAPK1, MITF, NFATC2, PEA15, SOX10, SOX9, TBX2, ZEB2",Haematopoietic/lymphoid,0.000591,0.083809
398,"BRAF, DUSP4, ELAVL1, LCMT1, MAP2K1, MAP2K2, MAPK1, MITF, NFATC2, PEA15, PPP2R2A, SOX10, SOX9",Haematopoietic/lymphoid,0.000593,0.083809
399,"ADCY6, ANKMY2, COL4A4, IDH3B, PTGES3, RIC8B, SLC38A4",Pancreas,0.000595,0.099096
400,"ALDH5A1, BLOC1S5, CD83, CDKAL1, DTNBP1, EDN1, ELOVL2, GCM2, GCNT2, GPLD1, HIST1H1T, HIST1H4A, KDM1B, MAK, MYLK4, NEDD9, NHLRC1, NQO2, RIPK1, RNF182, SCGN, SLC17A4, SMIM13, SYCP2L, TBC1D7, TFAP2A, TMEM14B, TMEM14C, TMEM170B, TPMT",Skin,0.000597,0.052051
401,"APOBEC2, IRAK4, PUS7L, RPAP3, SLC38A4, SSH1, ZNF836",Pancreas,0.000606,0.099096
402,"ACER2, ACO1, ADAMTSL1, ALDH1B1, ANKRD18A, ANKRD20A2, APTX, AQP7, ARHGEF39, ARID3C, B4GALT1, BAG1, BNC2, C9orf131, C9orf24, C9orf72, CA9, CAAP1, CBWD1, CCDC107, CCIN, CCL19, CCL21, CCL27, CD274, CD72, CNTFR, CNTLN, CNTNAP3, CNTNAP3B, CREB3, DCAF10, DCAF12, DCTN3, DDX58, DNAI1, DNAJA1, DNAJB5, ELAVL2, ENHO, EQTN, EXOSC3, FAM154A, FAM166B, FAM205A, FAM214B, FAM219A, FAM221B, FANCG, FBXO10, FRMPD1, GALT, GBA2, GLDC, GLIPR2, GNE, GRHPR, HINT2, HRCT1, IFNA1, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA2, IFNA21, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNB1, IFNE, IFNK, IFNW1, IGFBPL1, IL11RA, INSL4, INSL6, KDM4C, KIAA1045, KIF24, KLHL9, LINGO2, LRRC19, LURAP1L, MELK, MOB3B, MPDZ, MSMP, NDUFB6, NFIB, NFX1, NOL6, NPR2, NUDT2, OR13J1, OR2S2, PAX5, PDCD1LG2, PGM5, PIGO, PPAPDC2, PRSS3, PTPLAD2, PTPRD, RANBP6, RCL1, RECK, RLN1, RNF38, RPS6, RUSC2, SH3GL2, SHB, SIGMAR1, SIT1, SLC24A2, SLC25A51, SNAPC3, SPAG8, SPATA31A6, SPATA31A7, SPATA6L, SPINK4, STOML2, TAF1L, TEK, TESK1, TMEM215, TMEM8B, TOMM5, TOPORS, TPD52L3, TPM2, TRMT10B, TTC39B, TYRP1, UBAP2, UNC13B, VLDLR, ZBTB5, ZDHHC21, ZNF658",Kidney,0.000617,0.071697
403,"KRT26, KRTAP1-5, KRTAP16-1, KRTAP3-3",Autonomic ganglia,0.000618,0.068764
404,"ALK, GATA2, GPR107, HAND2, HDAC2, INSM2, ISL1, MEIS2, PBX1, PBX2, PBX3, PDK1, PHOX2B, TFAP2B",Skin,0.000628,0.053135
405,"AADAT, C4orf51, CBR4, CCRN4L, ETFDH, FREM3, GLRA3, HAND2, KLHL2, MAP9, MGARP, NPY1R, UCP1, VEGFC",Skin,0.00063,0.053135
406,"BRAF, DUSP4, DUSP5, ELAVL1, MAFF, MAP2K1, MAPK1, MITF, NFATC2, PEA15, SOX10, SOX9, ZEB2, ZNF592",Haematopoietic/lymphoid,0.000636,0.087538
407,"DAND5, LYL1, PODNL1, RAD23A, RFX1, SYCE2",Thyroid,0.000674,0.069094
408,"ALDH5A1, CD83, CDKAL1, DCDC2, DTNBP1, EDN1, EEF1E1, ELOVL2, GCM2, GCNT2, GFOD1, GPLD1, HIST1H1T, HIST1H4A, HIVEP1, KDM1B, MAK, MBOAT1, MCUR1, NEDD9, NRSN1, PRL, RNF182, SCGN, SLC17A2, SLC17A4, SLC35B3, SMIM13, SYCP2L, TBC1D7, TFAP2A, TMEM14B, TMEM170B, TPMT",Skin,0.000677,0.05618
409,"ADO, C10orf128, DRGX, OR13A1",Autonomic ganglia,0.000677,0.073794
410,"DEFB106A, DEFB108B, DEFB130, USP17L2",Bone,0.000689,0.087815
411,"C15orf39, CASP4, CELA3B, HHLA3, OR6Q1",Thyroid,0.000693,0.069734
412,"AVPR1A, HMGA2, OR6C4, RASSF3",Autonomic ganglia,0.000704,0.075109
413,"CBFA2T3, CBFB, CSF2RB, ETV6, GFI1B, GSE1, HDAC7, JAK2, LDB1, LMO2, MYB, RUNX1, SOS1, SPI1, ZFPM1",Autonomic ganglia,0.000737,0.077112
414,"CRTC3, MCAM, NDUFS3, OR8K1, PNPLA6, WNT5A",Skin,0.000738,0.06012
415,"AGPAT9, TMEM150C, TMPRSS11E, UGT2B11",Thyroid,0.000747,0.073731
416,"AURKB, BIRC5, CDCA8, ECT2, ESPL1, INCENP, KIF23, MASTL, PRC1, RACGAP1, TOP2A",Skin,0.000747,0.06012
417,"MAU2, NIPBL, PRR12, STAG1",Bone,0.00076,0.094642
418,"AADAT, AGA, CASP3, CBR4, CLDN24, ETFDH, GLRA3, HAND2, HPGD, KLHL2, MAP9, MTNR1A, NPY1R, SFRP2, SPATA4, TLR2, VEGFC",Skin,0.000764,0.060507
419,"COLQ, IL33, LIN28A, PLXNA2, TEKT2, TNR, TRIM62",Thyroid,0.000769,0.074442
420,"GJD4, KRTAP5-10, KRTAP5-3, KRTAP5-9",Haematopoietic/lymphoid,0.000771,0.095485
421,"KRTAP5-1, KRTAP5-10, KRTAP5-3, KRTAP5-9",Haematopoietic/lymphoid,0.000772,0.095485
422,"DHCR7, FOLR2, KRTAP5-9, NADSYN1",Haematopoietic/lymphoid,0.000772,0.095485
